easting,northing,longitude,latitude,domain_no,domainname,domaintype
2137288.34399,5772421.82539,179.119859301,-38.0364544796,8,Hikurangi accretionary margin - eastern zone,Contractional
2137289.00795,5772375.09931,179.119901802,-38.0368728151,8,Hikurangi accretionary margin - eastern zone,Contractional
2137290.50619,5772328.39281,179.119953741,-38.0372904812,8,Hikurangi accretionary margin - eastern zone,Contractional
2137292.83818,5772281.72076,179.120015103,-38.0377073447,8,Hikurangi accretionary margin - eastern zone,Contractional
2137296.0032,5772235.09806,179.120085868,-38.0381232728,8,Hikurangi accretionary margin - eastern zone,Contractional
2137300.0002,5772188.53956,179.120166012,-38.0385381327,8,Hikurangi accretionary margin - eastern zone,Contractional
2137304.82789,5772142.06011,179.120255511,-38.0389517922,8,Hikurangi accretionary margin - eastern zone,Contractional
2137310.48474,5772095.67453,179.120354336,-38.0393641194,8,Hikurangi accretionary margin - eastern zone,Contractional
2137316.96892,5772049.3976,179.120462456,-38.0397749828,8,Hikurangi accretionary margin - eastern zone,Contractional
2137324.27834,5772003.24408,179.120579835,-38.0401842514,8,Hikurangi accretionary margin - eastern zone,Contractional
2137332.41067,5771957.22868,179.120706437,-38.0405917948,8,Hikurangi accretionary margin - eastern zone,Contractional
2137341.3633,5771911.36607,179.120842222,-38.0409974829,8,Hikurangi accretionary margin - eastern zone,Contractional
2137351.13336,5771865.67087,179.120987145,-38.0414011864,8,Hikurangi accretionary margin - eastern zone,Contractional
2137361.71772,5771820.15763,179.12114116,-38.0418027767,8,Hikurangi accretionary margin - eastern zone,Contractional
2137373.113,5771774.84087,179.12130422,-38.0422021256,8,Hikurangi accretionary margin - eastern zone,Contractional
2137385.31555,5771729.73504,179.12147627,-38.0425991058,8,Hikurangi accretionary margin - eastern zone,Contractional
2137398.32146,5771684.8545,179.121657258,-38.0429935909,8,Hikurangi accretionary margin - eastern zone,Contractional
2137412.12659,5771640.21356,179.121847124,-38.0433854549,8,Hikurangi accretionary margin - eastern zone,Contractional
2137426.72651,5771595.82645,179.122045809,-38.0437745731,8,Hikurangi accretionary margin - eastern zone,Contractional
2137442.11656,5771551.70731,179.122253248,-38.0441608213,8,Hikurangi accretionary margin - eastern zone,Contractional
2137458.29183,5771507.8702,179.122469377,-38.0445440763,8,Hikurangi accretionary margin - eastern zone,Contractional
2137475.24714,5771464.32909,179.122694125,-38.0449242162,8,Hikurangi accretionary margin - eastern zone,Contractional
2137492.97707,5771421.09786,179.122927422,-38.0453011195,8,Hikurangi accretionary margin - eastern zone,Contractional
2137511.47598,5771378.19028,179.123169193,-38.0456746662,8,Hikurangi accretionary margin - eastern zone,Contractional
2137530.73794,5771335.62002,179.12341936,-38.0460447373,8,Hikurangi accretionary margin - eastern zone,Contractional
2137550.75681,5771293.40065,179.123677845,-38.0464112147,8,Hikurangi accretionary margin - eastern zone,Contractional
2137571.52619,5771251.54562,179.123944563,-38.0467739816,8,Hikurangi accretionary margin - eastern zone,Contractional
2137593.03946,5771210.06827,179.124219432,-38.0471329224,8,Hikurangi accretionary margin - eastern zone,Contractional
2137615.28975,5771168.9818,179.124502362,-38.0474879226,8,Hikurangi accretionary margin - eastern zone,Contractional
2137638.26995,5771128.29931,179.124793264,-38.0478388692,8,Hikurangi accretionary margin - eastern zone,Contractional
2137661.97274,5771088.03376,179.125092044,-38.0481856502,8,Hikurangi accretionary margin - eastern zone,Contractional
2137686.39054,5771048.19798,179.125398608,-38.0485281552,8,Hikurangi accretionary margin - eastern zone,Contractional
2137711.51557,5771008.80466,179.125712858,-38.0488662749,8,Hikurangi accretionary margin - eastern zone,Contractional
2137737.33982,5770969.86635,179.126034693,-38.0491999015,8,Hikurangi accretionary margin - eastern zone,Contractional
2137763.85503,5770931.39545,179.126364011,-38.0495289288,8,Hikurangi accretionary margin - eastern zone,Contractional
2137791.05276,5770893.40421,179.126700707,-38.0498532519,8,Hikurangi accretionary margin - eastern zone,Contractional
2137818.92432,5770855.90475,179.127044674,-38.0501727674,8,Hikurangi accretionary margin - eastern zone,Contractional
2137847.46083,5770818.90899,179.127395801,-38.0504873734,8,Hikurangi accretionary margin - eastern zone,Contractional
2137876.65318,5770782.42874,179.127753977,-38.0507969697,8,Hikurangi accretionary margin - eastern zone,Contractional
2137906.49207,5770746.4756,179.128119088,-38.0511014577,8,Hikurangi accretionary margin - eastern zone,Contractional
2137936.96797,5770711.06103,179.128491017,-38.0514007402,8,Hikurangi accretionary margin - eastern zone,Contractional
2137968.07117,5770676.19631,179.128869645,-38.0516947219,8,Hikurangi accretionary margin - eastern zone,Contractional
2137999.79175,5770641.89254,179.129254852,-38.0519833092,8,Hikurangi accretionary margin - eastern zone,Contractional
2138032.11959,5770608.16065,179.129646515,-38.05226641,8,Hikurangi accretionary margin - eastern zone,Contractional
2138065.04439,5770575.01138,179.130044509,-38.052543934,8,Hikurangi accretionary margin - eastern zone,Contractional
2138098.55565,5770542.4553,179.130448707,-38.052815793,8,Hikurangi accretionary margin - eastern zone,Contractional
2138132.64268,5770510.50276,179.130858981,-38.0530819002,8,Hikurangi accretionary margin - eastern zone,Contractional
2138167.29462,5770479.16395,179.131275198,-38.0533421709,8,Hikurangi accretionary margin - eastern zone,Contractional
2138202.50042,5770448.44884,179.131697227,-38.053596522,8,Hikurangi accretionary margin - eastern zone,Contractional
2138238.24885,5770418.36722,179.132124934,-38.0538448726,8,Hikurangi accretionary margin - eastern zone,Contractional
2138274.52852,5770388.92866,179.13255818,-38.0540871434,8,Hikurangi accretionary margin - eastern zone,Contractional
2138311.32787,5770360.14255,179.13299683,-38.0543232574,8,Hikurangi accretionary margin - eastern zone,Contractional
2138348.63516,5770332.01805,179.133440741,-38.0545531392,8,Hikurangi accretionary margin - eastern zone,Contractional
2138386.43851,5770304.56411,179.133889774,-38.0547767156,8,Hikurangi accretionary margin - eastern zone,Contractional
2138424.72586,5770277.78949,179.134343785,-38.0549939154,8,Hikurangi accretionary margin - eastern zone,Contractional
2138463.48501,5770251.70269,179.134802628,-38.0552046693,8,Hikurangi accretionary margin - eastern zone,Contractional
2138502.70361,5770226.31204,179.135266158,-38.0554089102,8,Hikurangi accretionary margin - eastern zone,Contractional
2138542.36915,5770201.62562,179.135734227,-38.055606573,8,Hikurangi accretionary margin - eastern zone,Contractional
2138582.469,5770177.65128,179.136206685,-38.0557975947,8,Hikurangi accretionary margin - eastern zone,Contractional
2138622.99038,5770154.39667,179.136683383,-38.0559819144,8,Hikurangi accretionary margin - eastern zone,Contractional
2138663.92037,5770131.86919,179.137164167,-38.0561594735,8,Hikurangi accretionary margin - eastern zone,Contractional
2138705.24593,5770110.07601,179.137648884,-38.0563302154,8,Hikurangi accretionary margin - eastern zone,Contractional
2138746.9539,5770089.02407,179.138137381,-38.0564940855,8,Hikurangi accretionary margin - eastern zone,Contractional
2138789.03096,5770068.72008,179.138629501,-38.0566510318,8,Hikurangi accretionary margin - eastern zone,Contractional
2138831.46374,5770049.1705,179.139125086,-38.0568010043,8,Hikurangi accretionary margin - eastern zone,Contractional
2138874.23868,5770030.38156,179.13962398,-38.056943955,8,Hikurangi accretionary margin - eastern zone,Contractional
2138917.34218,5770012.35924,179.140126023,-38.0570798385,8,Hikurangi accretionary margin - eastern zone,Contractional
2138960.7605,5769995.10927,179.140631055,-38.0572086116,8,Hikurangi accretionary margin - eastern zone,Contractional
2139004.47979,5769978.63717,179.141138915,-38.057330233,8,Hikurangi accretionary margin - eastern zone,Contractional
2139048.48613,5769962.94816,179.14164944,-38.0574446642,8,Hikurangi accretionary margin - eastern zone,Contractional
2139092.7655,5769948.04724,179.142162469,-38.0575518687,8,Hikurangi accretionary margin - eastern zone,Contractional
2139137.30379,5769933.93917,179.142677837,-38.0576518122,8,Hikurangi accretionary margin - eastern zone,Contractional
2139182.08681,5769920.62843,179.14319538,-38.057744463,8,Hikurangi accretionary margin - eastern zone,Contractional
2139614.83905,5769796.18273,179.148193467,-38.0586021948,8,Hikurangi accretionary margin - eastern zone,Contractional
2139897.49587,5769252.14314,179.151806575,-38.0633089674,8,Hikurangi accretionary margin - eastern zone,Contractional
2139773.8871,5768649.83645,179.150859213,-38.0687797056,8,Hikurangi accretionary margin - eastern zone,Contractional
2139605.96751,5767851.57021,179.149557075,-38.0760327817,8,Hikurangi accretionary margin - eastern zone,Contractional
2139579.82155,5767707.31301,179.149369348,-38.0773410079,8,Hikurangi accretionary margin - eastern zone,Contractional
2139566.72277,5767608.86793,179.149295014,-38.0782309528,8,Hikurangi accretionary margin - eastern zone,Contractional
2139442.1248,5766513.82436,179.148707428,-38.0881175974,8,Hikurangi accretionary margin - eastern zone,Contractional
2139437.38699,5766468.70647,179.148687708,-38.0885247105,8,Hikurangi accretionary margin - eastern zone,Contractional
2139433.4326,5766423.51343,179.148676926,-38.0889320303,8,Hikurangi accretionary margin - eastern zone,Contractional
2139430.26281,5766378.25884,179.148675086,-38.0893394344,8,Hikurangi accretionary margin - eastern zone,Contractional
2139427.87856,5766332.95633,179.148682189,-38.0897468002,8,Hikurangi accretionary margin - eastern zone,Contractional
2139426.28055,5766287.61953,179.148698233,-38.090154005,8,Hikurangi accretionary margin - eastern zone,Contractional
2139425.46926,5766242.26208,179.148723213,-38.0905609262,8,Hikurangi accretionary margin - eastern zone,Contractional
2139425.44491,5766196.89764,179.148757122,-38.0909674414,8,Hikurangi accretionary margin - eastern zone,Contractional
2139426.2075,5766151.53984,179.148799948,-38.0913734283,8,Hikurangi accretionary margin - eastern zone,Contractional
2139427.75678,5766106.20235,179.14885168,-38.0917787647,8,Hikurangi accretionary margin - eastern zone,Contractional
2139430.09228,5766060.8988,179.148912301,-38.0921833286,8,Hikurangi accretionary margin - eastern zone,Contractional
2139433.21328,5766015.64282,179.148981794,-38.0925869983,8,Hikurangi accretionary margin - eastern zone,Contractional
2139437.11882,5765970.44803,179.149060138,-38.0929896523,8,Hikurangi accretionary margin - eastern zone,Contractional
2139441.80773,5765925.32804,179.149147308,-38.0933911693,8,Hikurangi accretionary margin - eastern zone,Contractional
2139447.27858,5765880.2964,179.149243279,-38.0937914287,8,Hikurangi accretionary margin - eastern zone,Contractional
2139453.5297,5765835.36668,179.149348022,-38.0941903099,8,Hikurangi accretionary margin - eastern zone,Contractional
2139460.5592,5765790.55238,179.149461506,-38.0945876929,8,Hikurangi accretionary margin - eastern zone,Contractional
2139468.36497,5765745.86699,179.149583695,-38.0949834582,8,Hikurangi accretionary margin - eastern zone,Contractional
2139476.94463,5765701.32395,179.149714554,-38.0953774867,8,Hikurangi accretionary margin - eastern zone,Contractional
2139486.29559,5765656.93667,179.149854043,-38.0957696598,8,Hikurangi accretionary margin - eastern zone,Contractional
2139496.41503,5765612.71848,179.15000212,-38.0961598594,8,Hikurangi accretionary margin - eastern zone,Contractional
2139507.29989,5765568.6827,179.150158741,-38.0965479683,8,Hikurangi accretionary margin - eastern zone,Contractional
2139518.94689,5765524.84256,179.150323858,-38.0969338696,8,Hikurangi accretionary margin - eastern zone,Contractional
2139866.75489,5764259.80547,179.155222256,-38.1080621527,8,Hikurangi accretionary margin - eastern zone,Contractional
2139878.99669,5764216.72117,179.155393608,-38.1084409146,8,Hikurangi accretionary margin - eastern zone,Contractional
2139891.97466,5764173.85309,179.155573147,-38.1088172994,8,Hikurangi accretionary margin - eastern zone,Contractional
2139905.68497,5764131.21381,179.155760822,-38.1091911968,8,Hikurangi accretionary margin - eastern zone,Contractional
2139920.1236,5764088.81583,179.155956576,-38.109562497,8,Hikurangi accretionary margin - eastern zone,Contractional
2139935.28629,5764046.6716,179.156160352,-38.1099310911,8,Hikurangi accretionary margin - eastern zone,Contractional
2139951.16858,5764004.79347,179.156372091,-38.1102968709,8,Hikurangi accretionary margin - eastern zone,Contractional
2139967.76581,5763963.19373,179.15659173,-38.1106597292,8,Hikurangi accretionary margin - eastern zone,Contractional
2139985.0731,5763921.88457,179.156819204,-38.1110195594,8,Hikurangi accretionary margin - eastern zone,Contractional
2140003.08535,5763880.87811,179.157054448,-38.111376256,8,Hikurangi accretionary margin - eastern zone,Contractional
2140021.79729,5763840.18638,179.157297392,-38.1117297144,8,Hikurangi accretionary margin - eastern zone,Contractional
2140041.20339,5763799.8213,179.157547964,-38.1120798307,8,Hikurangi accretionary margin - eastern zone,Contractional
2140061.29798,5763759.79472,179.157806092,-38.1124265024,8,Hikurangi accretionary margin - eastern zone,Contractional
2140082.07513,5763720.11838,179.158071699,-38.1127696277,8,Hikurangi accretionary margin - eastern zone,Contractional
2140103.52875,5763680.8039,179.158344707,-38.1131091059,8,Hikurangi accretionary margin - eastern zone,Contractional
2140125.65253,5763641.86281,179.158625037,-38.1134448375,8,Hikurangi accretionary margin - eastern zone,Contractional
2140671.15221,5762700.47214,179.1655237,-38.1215544157,8,Hikurangi accretionary margin - eastern zone,Contractional
2140694.40286,5762661.13994,179.165817176,-38.1218929554,8,Hikurangi accretionary margin - eastern zone,Contractional
2140718.33722,5762622.22022,179.166118097,-38.1222273895,8,Hikurangi accretionary margin - eastern zone,Contractional
2140742.94797,5762583.72487,179.166426373,-38.1225576158,8,Hikurangi accretionary margin - eastern zone,Contractional
2140768.22761,5762545.66563,179.166741908,-38.1228835335,8,Hikurangi accretionary margin - eastern zone,Contractional
2140794.16839,5762508.05412,179.167064607,-38.1232050431,8,Hikurangi accretionary margin - eastern zone,Contractional
2140820.76238,5762470.90182,179.16739437,-38.1235220463,8,Hikurangi accretionary margin - eastern zone,Contractional
2140848.00147,5762434.22006,179.167731098,-38.1238344464,8,Hikurangi accretionary margin - eastern zone,Contractional
2141186.07939,5761987.13587,179.171904431,-38.1276383009,8,Hikurangi accretionary margin - eastern zone,Contractional
2141267.6053,5761884.74974,179.172906767,-38.1285069348,8,Hikurangi accretionary margin - eastern zone,Contractional
2141303.68814,5761842.60829,179.173347997,-38.1288629432,8,Hikurangi accretionary margin - eastern zone,Contractional
2141816.36448,5761256.50802,179.179608004,-38.1338075771,8,Hikurangi accretionary margin - eastern zone,Contractional
2141839.4786,5761230.43427,179.179889992,-38.1340273549,8,Hikurangi accretionary margin - eastern zone,Contractional
2142339.87668,5760673.4445,179.185989486,-38.1387180923,8,Hikurangi accretionary margin - eastern zone,Contractional
2142378.84698,5760631.01373,179.18646382,-38.1390749006,8,Hikurangi accretionary margin - eastern zone,Contractional
2142405.12996,5760603.42807,179.186782947,-38.1393063042,8,Hikurangi accretionary margin - eastern zone,Contractional
2143238.67155,5759741.13971,179.196895272,-38.1465319263,8,Hikurangi accretionary margin - eastern zone,Contractional
2143316.62596,5759663.80596,179.197838579,-38.1471779774,8,Hikurangi accretionary margin - eastern zone,Contractional
2143425.15109,5759566.20122,179.199144187,-38.1479872666,8,Hikurangi accretionary margin - eastern zone,Contractional
2143575.09473,5759438.73339,179.200942499,-38.1490392002,8,Hikurangi accretionary margin - eastern zone,Contractional
2143585.87428,5759424.68926,179.2010755,-38.1491585504,8,Hikurangi accretionary margin - eastern zone,Contractional
2143721.19207,5759188.88428,179.202790449,-38.1511899232,8,Hikurangi accretionary margin - eastern zone,Contractional
2143827.46139,5758981.41334,179.204154304,-38.1529848764,8,Hikurangi accretionary margin - eastern zone,Contractional
2143889.59551,5758851.92336,179.204958002,-38.1541076823,8,Hikurangi accretionary margin - eastern zone,Contractional
2143979.67674,5758558.76675,179.206203608,-38.1566800632,8,Hikurangi accretionary margin - eastern zone,Contractional
2144160.94209,5757949.36557,179.208725245,-38.162030957,8,Hikurangi accretionary margin - eastern zone,Contractional
2144167.73275,5757926.90398,179.208819439,-38.1622281151,8,Hikurangi accretionary margin - eastern zone,Contractional
2144266.07061,5757606.81497,179.210179605,-38.1650367597,8,Hikurangi accretionary margin - eastern zone,Contractional
2144333.77078,5757190.85733,179.211265366,-38.168722786,8,Hikurangi accretionary margin - eastern zone,Contractional
2144388.46697,5756813.44799,179.212174241,-38.1720712538,8,Hikurangi accretionary margin - eastern zone,Contractional
2144395.22075,5756769.48401,179.21228446,-38.1724610816,8,Hikurangi accretionary margin - eastern zone,Contractional
2144402.72203,5756725.64161,179.212403072,-38.1728493692,8,Hikurangi accretionary margin - eastern zone,Contractional
2144410.96863,5756681.9335,179.212530042,-38.1732360041,8,Hikurangi accretionary margin - eastern zone,Contractional
2144419.95813,5756638.37235,179.212665332,-38.1736208743,8,Hikurangi accretionary margin - eastern zone,Contractional
2144429.68793,5756594.97078,179.212808905,-38.1740038682,8,Hikurangi accretionary margin - eastern zone,Contractional
2144440.15519,5756551.74136,179.212960718,-38.1743848747,8,Hikurangi accretionary margin - eastern zone,Contractional
2144451.35687,5756508.69663,179.213120727,-38.1747637834,8,Hikurangi accretionary margin - eastern zone,Contractional
2144463.28972,5756465.84905,179.213288887,-38.1751404845,8,Hikurangi accretionary margin - eastern zone,Contractional
2144475.95025,5756423.21105,179.213465147,-38.1755148688,8,Hikurangi accretionary margin - eastern zone,Contractional
2144489.33479,5756380.79497,179.213649457,-38.1758868278,8,Hikurangi accretionary margin - eastern zone,Contractional
2144503.43945,5756338.61311,179.213841764,-38.1762562537,8,Hikurangi accretionary margin - eastern zone,Contractional
2144518.26014,5756296.67768,179.214042012,-38.1766230393,8,Hikurangi accretionary margin - eastern zone,Contractional
2144533.79254,5756255.00084,179.214250142,-38.1769870785,8,Hikurangi accretionary margin - eastern zone,Contractional
2144550.03215,5756213.59465,179.214466095,-38.1773482656,8,Hikurangi accretionary margin - eastern zone,Contractional
2144566.97425,5756172.47113,179.214689808,-38.177706496,8,Hikurangi accretionary margin - eastern zone,Contractional
2144584.61392,5756131.64217,179.214921215,-38.1780616659,8,Hikurangi accretionary margin - eastern zone,Contractional
2144602.94604,5756091.11962,179.215160251,-38.1784136724,8,Hikurangi accretionary margin - eastern zone,Contractional
2144621.96529,5756050.91519,179.215406845,-38.1787624133,8,Hikurangi accretionary margin - eastern zone,Contractional
2144641.66614,5756011.04055,179.215660926,-38.1791077877,8,Hikurangi accretionary margin - eastern zone,Contractional
2144662.04288,5755971.50725,179.21592242,-38.1794496955,8,Hikurangi accretionary margin - eastern zone,Contractional
2144862.63229,5755590.3273,179.218490612,-38.1827438426,8,Hikurangi accretionary margin - eastern zone,Contractional
2144883.33954,5755551.76326,179.218755145,-38.1830768581,8,Hikurangi accretionary margin - eastern zone,Contractional
2144904.68994,5755513.55175,179.219026711,-38.1834063261,8,Hikurangi accretionary margin - eastern zone,Contractional
2144926.6775,5755475.70348,179.219305235,-38.1837321543,8,Hikurangi accretionary margin - eastern zone,Contractional
2144949.29604,5755438.22907,179.219590637,-38.1840542512,8,Hikurangi accretionary margin - eastern zone,Contractional
2144972.5392,5755401.13904,179.219882838,-38.1843725262,8,Hikurangi accretionary margin - eastern zone,Contractional
2144996.40044,5755364.44379,179.220181756,-38.1846868902,8,Hikurangi accretionary margin - eastern zone,Contractional
2145020.87307,5755328.15362,179.220487307,-38.1849972548,8,Hikurangi accretionary margin - eastern zone,Contractional
2145045.95021,5755292.2787,179.220799404,-38.1853035329,8,Hikurangi accretionary margin - eastern zone,Contractional
2145394.69262,5754802.14213,179.225133245,-38.1894842096,8,Hikurangi accretionary margin - eastern zone,Contractional
2145420.07173,5754767.00183,179.225448248,-38.1897837078,8,Hikurangi accretionary margin - eastern zone,Contractional
2145446.05272,5754732.30434,179.225769747,-38.1900788739,8,Hikurangi accretionary margin - eastern zone,Contractional
2145472.62787,5754698.05998,179.226097646,-38.19036962,8,Hikurangi accretionary margin - eastern zone,Contractional
2145499.78927,5754664.27892,179.226431849,-38.1906558599,8,Hikurangi accretionary margin - eastern zone,Contractional
2145527.52885,5754630.97117,179.226772255,-38.1909375086,8,Hikurangi accretionary margin - eastern zone,Contractional
2145555.83836,5754598.14664,179.227118764,-38.1912144822,8,Hikurangi accretionary margin - eastern zone,Contractional
2145584.70939,5754565.81508,179.227471272,-38.1914866986,8,Hikurangi accretionary margin - eastern zone,Contractional
2145614.13335,5754533.98607,179.227829674,-38.1917540768,8,Hikurangi accretionary margin - eastern zone,Contractional
2145644.1015,5754502.66908,179.228193865,-38.1920165375,8,Hikurangi accretionary margin - eastern zone,Contractional
2145674.60493,5754471.87339,179.228563736,-38.1922740026,8,Hikurangi accretionary margin - eastern zone,Contractional
2145670.43697,5754433.89825,179.228545512,-38.1926167519,8,Hikurangi accretionary margin - eastern zone,Contractional
2145666.88841,5754395.86041,179.228534369,-38.1929596885,8,Hikurangi accretionary margin - eastern zone,Contractional
2145663.9602,5754357.76997,179.228530308,-38.1933027213,8,Hikurangi accretionary margin - eastern zone,Contractional
2145661.65308,5754319.63706,179.228533331,-38.193645759,8,Hikurangi accretionary margin - eastern zone,Contractional
2145659.96768,5754281.4718,179.228543436,-38.1939887108,8,Hikurangi accretionary margin - eastern zone,Contractional
2145643.64253,5753830.13894,179.228703908,-38.1980421901,8,Hikurangi accretionary margin - eastern zone,Contractional
2145642.33562,5753690.02008,179.22879644,-38.1992983408,8,Hikurangi accretionary margin - eastern zone,Contractional
2145643.95518,5753633.04712,179.228858486,-38.1998077965,8,Hikurangi accretionary margin - eastern zone,Contractional
2145659.57241,5753236.14253,179.229339986,-38.2033543163,8,Hikurangi accretionary margin - eastern zone,Contractional
2145661.71733,5753191.3974,179.229398636,-38.2037539011,8,Hikurangi accretionary margin - eastern zone,Contractional
2145664.6295,5753146.69589,179.229465964,-38.204152631,8,Hikurangi accretionary margin - eastern zone,Contractional
2145668.30806,5753102.05116,179.229541952,-38.2045503886,8,Hikurangi accretionary margin - eastern zone,Contractional
2145672.7519,5753057.47633,179.229626577,-38.2049470568,8,Hikurangi accretionary margin - eastern zone,Contractional
2145677.95971,5753012.98453,179.229719813,-38.2053425189,8,Hikurangi accretionary margin - eastern zone,Contractional
2145683.92995,5752968.58884,179.229821634,-38.2057366585,8,Hikurangi accretionary margin - eastern zone,Contractional
2145690.66084,5752924.30233,179.229932009,-38.2061293597,8,Hikurangi accretionary margin - eastern zone,Contractional
2145698.15039,5752880.13803,179.230050905,-38.2065205068,8,Hikurangi accretionary margin - eastern zone,Contractional
2145706.39639,5752836.10892,179.230178289,-38.2069099848,8,Hikurangi accretionary margin - eastern zone,Contractional
2145715.3964,5752792.22797,179.230314122,-38.2072976791,8,Hikurangi accretionary margin - eastern zone,Contractional
2145801.36042,5752390.61062,179.231598194,-38.2108438363,8,Hikurangi accretionary margin - eastern zone,Contractional
2145810.82434,5752348.12708,179.23173824,-38.2112187271,8,Hikurangi accretionary margin - eastern zone,Contractional
2145820.99502,5752305.8074,179.231886189,-38.2115917219,8,Hikurangi accretionary margin - eastern zone,Contractional
2145831.86964,5752263.66333,179.232041997,-38.2119627169,8,Hikurangi accretionary margin - eastern zone,Contractional
2145843.44516,5752221.70657,179.232205622,-38.2123316093,8,Hikurangi accretionary margin - eastern zone,Contractional
2145855.71835,5752179.94878,179.232377019,-38.2126982964,8,Hikurangi accretionary margin - eastern zone,Contractional
2145868.6858,5752138.40156,179.23255614,-38.2130626764,8,Hikurangi accretionary margin - eastern zone,Contractional
2145882.34389,5752097.07644,179.232742935,-38.2134246481,8,Hikurangi accretionary margin - eastern zone,Contractional
2145896.68883,5752055.9849,179.232937353,-38.2137841109,8,Hikurangi accretionary margin - eastern zone,Contractional
2145911.7166,5752015.13834,179.233139338,-38.2141409649,8,Hikurangi accretionary margin - eastern zone,Contractional
2145927.42304,5751974.54813,179.233348835,-38.2144951111,8,Hikurangi accretionary margin - eastern zone,Contractional
2145943.80376,5751934.22552,179.233565787,-38.2148464509,8,Hikurangi accretionary margin - eastern zone,Contractional
2145960.85422,5751894.18171,179.233790132,-38.2151948869,8,Hikurangi accretionary margin - eastern zone,Contractional
2145987.54707,5751832.91357,179.234140262,-38.215727636,8,Hikurangi accretionary margin - eastern zone,Contractional
2145977.06843,5751790.04921,179.234054164,-38.2161180078,8,Hikurangi accretionary margin - eastern zone,Contractional
2145967.32944,5751747.01103,179.233976598,-38.2165094892,8,Hikurangi accretionary margin - eastern zone,Contractional
2145958.33298,5751703.81178,179.233907587,-38.2169019641,8,Hikurangi accretionary margin - eastern zone,Contractional
2145950.08171,5751660.46428,179.233847152,-38.217295316,8,Hikurangi accretionary margin - eastern zone,Contractional
2145942.57805,5751616.98137,179.23379531,-38.2176894284,8,Hikurangi accretionary margin - eastern zone,Contractional
2145935.82421,5751573.37596,179.233752077,-38.2180841844,8,Hikurangi accretionary margin - eastern zone,Contractional
2145929.8222,5751529.66097,179.233717466,-38.218479467,8,Hikurangi accretionary margin - eastern zone,Contractional
2145924.57378,5751485.84936,179.233691486,-38.2188751589,8,Hikurangi accretionary margin - eastern zone,Contractional
2145920.08048,5751441.95412,179.233674147,-38.2192711428,8,Hikurangi accretionary margin - eastern zone,Contractional
2145916.34363,5751397.98827,179.233665452,-38.2196673014,8,Hikurangi accretionary margin - eastern zone,Contractional
2145913.36433,5751353.96484,179.233665404,-38.2200635172,8,Hikurangi accretionary margin - eastern zone,Contractional
2145911.14344,5751309.89688,179.233674004,-38.2204596728,8,Hikurangi accretionary margin - eastern zone,Contractional
2145909.68161,5751265.79746,179.233691248,-38.2208556506,8,Hikurangi accretionary margin - eastern zone,Contractional
2145908.97926,5751221.67964,179.233717133,-38.2212513333,8,Hikurangi accretionary margin - eastern zone,Contractional
2145909.03659,5751177.55651,179.233751649,-38.2216466036,8,Hikurangi accretionary margin - eastern zone,Contractional
2145909.85357,5751133.44114,179.233794787,-38.2220413444,8,Hikurangi accretionary margin - eastern zone,Contractional
2145921.62726,5750680.37982,179.234276281,-38.2260932475,8,Hikurangi accretionary margin - eastern zone,Contractional
2145927.89249,5750555.16026,179.234443573,-38.2272113096,8,Hikurangi accretionary margin - eastern zone,Contractional
2145931.58332,5750510.56775,179.234519729,-38.2276085836,8,Hikurangi accretionary margin - eastern zone,Contractional
2145937.55235,5750445.2627,179.234637663,-38.2281900435,8,Hikurangi accretionary margin - eastern zone,Contractional
2145933.90633,5750436.41111,179.23460305,-38.228271554,8,Hikurangi accretionary margin - eastern zone,Contractional
2145903.80123,5750401.88782,179.234287633,-38.2285990852,8,Hikurangi accretionary margin - eastern zone,Contractional
2145874.30315,5750366.84475,179.233979507,-38.2289309048,8,Hikurangi accretionary margin - eastern zone,Contractional
2145845.42107,5750331.29258,179.233678766,-38.2292669119,8,Hikurangi accretionary margin - eastern zone,Contractional
2145817.16378,5750295.24214,179.233385501,-38.2296070042,8,Hikurangi accretionary margin - eastern zone,Contractional
2145789.53986,5750258.70441,179.233099801,-38.2299510782,8,Hikurangi accretionary margin - eastern zone,Contractional
2145762.55772,5750221.69052,179.232821753,-38.230299029,8,Hikurangi accretionary margin - eastern zone,Contractional
2145736.22555,5750184.21175,179.232551442,-38.2306507508,8,Hikurangi accretionary margin - eastern zone,Contractional
2145710.55137,5750146.27951,179.23228895,-38.2310061364,8,Hikurangi accretionary margin - eastern zone,Contractional
2145685.54298,5750107.90536,179.232034357,-38.2313650778,8,Hikurangi accretionary margin - eastern zone,Contractional
2145661.20798,5750069.10098,179.23178774,-38.2317274655,8,Hikurangi accretionary margin - eastern zone,Contractional
2145637.55377,5750029.87819,179.231549175,-38.2320931894,8,Hikurangi accretionary margin - eastern zone,Contractional
2145614.58753,5749990.24894,179.231318734,-38.232462138,8,Hikurangi accretionary margin - eastern zone,Contractional
2145592.31625,5749950.22529,179.231096487,-38.2328341991,8,Hikurangi accretionary margin - eastern zone,Contractional
2145570.7467,5749909.81945,179.230882502,-38.2332092593,8,Hikurangi accretionary margin - eastern zone,Contractional
2145549.88542,5749869.0437,179.230676843,-38.2335872046,8,Hikurangi accretionary margin - eastern zone,Contractional
2145529.73876,5749827.91047,179.230479574,-38.2339679198,8,Hikurangi accretionary margin - eastern zone,Contractional
2145510.31283,5749786.43228,179.230290755,-38.2343512892,8,Hikurangi accretionary margin - eastern zone,Contractional
