easting,northing,longitude,latitude,domain_no,domainname,domaintype
2041473.46177,5454303.99834,178.24374043,-40.9430718657,10,Hikurangi subduction front,Plate boundary
2041468.6321,5454261.15673,178.243713776,-40.943458784,10,Hikurangi subduction front,Plate boundary
2041463.06648,5454218.40476,178.243678351,-40.9438452953,10,Hikurangi subduction front,Plate boundary
2041456.76657,5454175.75506,178.243634166,-40.9442312853,10,Hikurangi subduction front,Plate boundary
2041449.73425,5454133.22024,178.243581235,-40.9446166398,10,Hikurangi subduction front,Plate boundary
2041441.97161,5454090.81289,178.243519572,-40.945001245,10,Hikurangi subduction front,Plate boundary
2041433.48095,5454048.54554,178.243449196,-40.945384987,10,Hikurangi subduction front,Plate boundary
2041424.26481,5454006.43068,178.243370128,-40.9457677525,10,Hikurangi subduction front,Plate boundary
2041414.32592,5453964.48076,178.243282391,-40.9461494283,10,Hikurangi subduction front,Plate boundary
2041403.66722,5453922.70819,178.243186011,-40.9465299015,10,Hikurangi subduction front,Plate boundary
2041392.29189,5453881.12531,178.243081017,-40.9469090597,10,Hikurangi subduction front,Plate boundary
2041380.2033,5453839.74441,178.242967439,-40.9472867908,10,Hikurangi subduction front,Plate boundary
2041367.40504,5453798.57772,178.242845311,-40.947662983,10,Hikurangi subduction front,Plate boundary
2041353.9009,5453757.63742,178.24271467,-40.9480375252,10,Hikurangi subduction front,Plate boundary
2041339.69488,5453716.9356,178.242575554,-40.9484103067,10,Hikurangi subduction front,Plate boundary
2041324.79121,5453676.48428,178.242428004,-40.9487812172,10,Hikurangi subduction front,Plate boundary
2041309.1943,5453636.29544,178.242272064,-40.9491501471,10,Hikurangi subduction front,Plate boundary
2040599.54241,5451853.16312,178.235142912,-40.9655285184,10,Hikurangi subduction front,Plate boundary
2039601.33457,5447316.00041,178.226551078,-41.0067675713,10,Hikurangi subduction front,Plate boundary
2039591.74552,5447274.12486,178.226467288,-41.0071483871,10,Hikurangi subduction front,Plate boundary
2039581.43975,5447232.42016,178.226374888,-41.0075280562,10,Hikurangi subduction front,Plate boundary
2039570.4203,5447190.89859,178.226273906,-41.0079064667,10,Hikurangi subduction front,Plate boundary
2039558.69042,5447149.57235,178.226164371,-41.0082835074,10,Hikurangi subduction front,Plate boundary
2039546.25358,5447108.45359,178.226046315,-41.0086590674,10,Hikurangi subduction front,Plate boundary
2039533.11345,5447067.55441,178.225919773,-41.0090330362,10,Hikurangi subduction front,Plate boundary
2039519.2739,5447026.88683,178.225784782,-41.009405304,10,Hikurangi subduction front,Plate boundary
2039504.73902,5446986.46281,178.225641383,-41.0097757611,10,Hikurangi subduction front,Plate boundary
2039489.5131,5446946.29424,178.225489616,-41.0101442986,10,Hikurangi subduction front,Plate boundary
2039473.60061,5446906.39292,178.225329528,-41.0105108082,10,Hikurangi subduction front,Plate boundary
2037108.0987,5441117.76189,178.20141216,-41.0637109001,10,Hikurangi subduction front,Plate boundary
2037090.84024,5441076.56964,178.201236796,-41.0640896927,10,Hikurangi subduction front,Plate boundary
2037072.84957,5441035.69216,178.201052528,-41.0644660542,10,Hikurangi subduction front,Plate boundary
2037054.13241,5440995.14246,178.200859415,-41.0648398646,10,Hikurangi subduction front,Plate boundary
2037034.69475,5440954.93345,178.200657518,-41.0652110051,10,Hikurangi subduction front,Plate boundary
2037014.54279,5440915.07792,178.200446902,-41.0655793573,10,Hikurangi subduction front,Plate boundary
2036993.68295,5440875.58856,178.200227633,-41.0659448041,10,Hikurangi subduction front,Plate boundary
2036972.12189,5440836.47793,178.199999782,-41.0663072291,10,Hikurangi subduction front,Plate boundary
2036949.86648,5440797.75849,178.199763422,-41.0666665169,10,Hikurangi subduction front,Plate boundary
2036926.92383,5440759.44254,178.199518627,-41.0670225531,10,Hikurangi subduction front,Plate boundary
2036903.30125,5440721.54229,178.199265475,-41.0673752244,10,Hikurangi subduction front,Plate boundary
2036879.00627,5440684.06979,178.199004047,-41.0677244185,10,Hikurangi subduction front,Plate boundary
2036854.04664,5440647.03698,178.198734427,-41.0680700241,10,Hikurangi subduction front,Plate boundary
2036828.43031,5440610.45562,178.198456699,-41.0684119314,10,Hikurangi subduction front,Plate boundary
2036802.16545,5440574.33736,178.198170954,-41.0687500314,10,Hikurangi subduction front,Plate boundary
2036775.26044,5440538.69369,178.197877281,-41.0690842166,10,Hikurangi subduction front,Plate boundary
2036747.72385,5440503.53595,178.197575774,-41.0694143805,10,Hikurangi subduction front,Plate boundary
2036719.56445,5440468.87532,178.19726653,-41.069740418,10,Hikurangi subduction front,Plate boundary
2036690.79122,5440434.72284,178.196949646,-41.0700622254,10,Hikurangi subduction front,Plate boundary
2036661.41333,5440401.08936,178.196625224,-41.0703797002,10,Hikurangi subduction front,Plate boundary
2036631.44014,5440367.98558,178.196293367,-41.0706927414,10,Hikurangi subduction front,Plate boundary
2036600.8812,5440335.42204,178.195954181,-41.0710012493,10,Hikurangi subduction front,Plate boundary
2036569.74625,5440303.40909,178.195607773,-41.0713051257,10,Hikurangi subduction front,Plate boundary
2036538.0452,5440271.95691,178.195254255,-41.0716042739,10,Hikurangi subduction front,Plate boundary
2036505.78816,5440241.0755,178.194893738,-41.0718985987,10,Hikurangi subduction front,Plate boundary
2036472.9854,5440210.7747,178.194526338,-41.0721880064,10,Hikurangi subduction front,Plate boundary
2036439.64736,5440181.06413,178.194152171,-41.0724724048,10,Hikurangi subduction front,Plate boundary
2036405.78468,5440151.95324,178.193771357,-41.0727517035,10,Hikurangi subduction front,Plate boundary
2036371.40813,5440123.4513,178.193384017,-41.0730258136,10,Hikurangi subduction front,Plate boundary
2036336.52867,5440095.56736,178.192990275,-41.0732946478,10,Hikurangi subduction front,Plate boundary
2036301.1574,5440068.31029,178.192590255,-41.0735581206,10,Hikurangi subduction front,Plate boundary
2036265.30558,5440041.68876,178.192184085,-41.073816148,10,Hikurangi subduction front,Plate boundary
2036228.98464,5440015.71123,178.191771895,-41.0740686481,10,Hikurangi subduction front,Plate boundary
2036192.20613,5439990.38597,178.191353816,-41.0743155404,10,Hikurangi subduction front,Plate boundary
2036154.98178,5439965.72102,178.190929981,-41.0745567463,10,Hikurangi subduction front,Plate boundary
2036117.32343,5439941.72424,178.190500525,-41.0747921891,10,Hikurangi subduction front,Plate boundary
2036079.24308,5439918.40323,178.190065585,-41.0750217939,10,Hikurangi subduction front,Plate boundary
2036040.75284,5439895.76543,178.189625299,-41.0752454875,10,Hikurangi subduction front,Plate boundary
2036001.86498,5439873.81803,178.189179808,-41.0754631989,10,Hikurangi subduction front,Plate boundary
2035962.59187,5439852.56801,178.188729253,-41.0756748587,10,Hikurangi subduction front,Plate boundary
2035922.94601,5439832.02211,178.188273778,-41.0758803995,10,Hikurangi subduction front,Plate boundary
2035882.94003,5439812.18688,178.187813529,-41.0760797559,10,Hikurangi subduction front,Plate boundary
2035842.58667,5439793.06861,178.187348651,-41.0762728646,10,Hikurangi subduction front,Plate boundary
2035801.89876,5439774.67339,178.186879292,-41.076459664,10,Hikurangi subduction front,Plate boundary
2035760.88927,5439757.00706,178.186405603,-41.0766400947,10,Hikurangi subduction front,Plate boundary
2035719.57123,5439740.07523,178.185927734,-41.0768140994,10,Hikurangi subduction front,Plate boundary
2035677.95782,5439723.88329,178.185445838,-41.0769816225,10,Hikurangi subduction front,Plate boundary
2035636.06226,5439708.43639,178.184960067,-41.0771426108,10,Hikurangi subduction front,Plate boundary
2035593.8979,5439693.73943,178.184470577,-41.0772970132,10,Hikurangi subduction front,Plate boundary
2035551.47815,5439679.79708,178.183977523,-41.0774447803,10,Hikurangi subduction front,Plate boundary
2035508.81652,5439666.61377,178.183481063,-41.0775858653,10,Hikurangi subduction front,Plate boundary
2033949.40215,5439199.32912,178.165322026,-41.0826105318,10,Hikurangi subduction front,Plate boundary
2030050.71014,5438031.02771,178.119909373,-41.0951612064,10,Hikurangi subduction front,Plate boundary
2029699.70273,5437038.80508,178.116439086,-41.1042489442,10,Hikurangi subduction front,Plate boundary
2029684.6967,5436997.6521,178.116289824,-41.1046260984,10,Hikurangi subduction front,Plate boundary
2029668.97228,5436956.76849,178.116131851,-41.1050012151,10,Hikurangi subduction front,Plate boundary
2029652.53432,5436916.16679,178.115965216,-41.1053741791,10,Hikurangi subduction front,Plate boundary
2029635.38787,5436875.85945,178.115789969,-41.1057448761,10,Hikurangi subduction front,Plate boundary
2029617.53821,5436835.85883,178.115606165,-41.1061131924,10,Hikurangi subduction front,Plate boundary
2029598.99081,5436796.17718,178.11541386,-41.106479015,10,Hikurangi subduction front,Plate boundary
2029579.75139,5436756.82669,178.115213113,-41.1068422318,10,Hikurangi subduction front,Plate boundary
2029559.82585,5436717.81941,178.115003985,-41.1072027312,10,Hikurangi subduction front,Plate boundary
2029539.22032,5436679.16729,178.114786541,-41.1075604028,10,Hikurangi subduction front,Plate boundary
2029517.94113,5436640.8822,178.114560848,-41.1079151369,10,Hikurangi subduction front,Plate boundary
2029495.99482,5436602.97585,178.114326974,-41.1082668247,10,Hikurangi subduction front,Plate boundary
2029473.38813,5436565.45989,178.114084992,-41.1086153582,10,Hikurangi subduction front,Plate boundary
2029450.128,5436528.34579,178.113834975,-41.1089606307,10,Hikurangi subduction front,Plate boundary
2029426.22157,5436491.64495,178.113577,-41.1093025363,10,Hikurangi subduction front,Plate boundary
2029401.6762,5436455.3686,178.113311148,-41.10964097,10,Hikurangi subduction front,Plate boundary
2029376.49942,5436419.52787,178.113037498,-41.1099758282,10,Hikurangi subduction front,Plate boundary
2029350.69895,5436384.13374,178.112756135,-41.1103070081,10,Hikurangi subduction front,Plate boundary
2029324.28273,5436349.19706,178.112467146,-41.1106344081,10,Hikurangi subduction front,Plate boundary
2029297.25885,5436314.72853,178.112170618,-41.110957928,10,Hikurangi subduction front,Plate boundary
2029269.63563,5436280.73872,178.111866644,-41.1112774684,10,Hikurangi subduction front,Plate boundary
2029241.42153,5436247.23805,178.111555316,-41.1115929314,10,Hikurangi subduction front,Plate boundary
2029212.62522,5436214.23677,178.11123673,-41.1119042202,10,Hikurangi subduction front,Plate boundary
2029183.25554,5436181.745,178.110910983,-41.1122112395,10,Hikurangi subduction front,Plate boundary
2029153.3215,5436149.7727,178.110578176,-41.112513895,10,Hikurangi subduction front,Plate boundary
2029122.83229,5436118.32966,178.11023841,-41.112812094,10,Hikurangi subduction front,Plate boundary
2025132.39942,5432072.62368,178.065695291,-41.1512090194,10,Hikurangi subduction front,Plate boundary
2025101.21017,5432041.54012,178.065346566,-41.1515042484,10,Hikurangi subduction front,Plate boundary
2025069.4783,5432011.011,178.064991012,-41.1517947856,10,Hikurangi subduction front,Plate boundary
2025037.21366,5431981.04578,178.06462874,-41.1520805411,10,Hikurangi subduction front,Plate boundary
2025004.42628,5431951.65374,178.064259863,-41.152361426,10,Hikurangi subduction front,Plate boundary
2024971.12634,5431922.84401,178.063884494,-41.1526373532,10,Hikurangi subduction front,Plate boundary
2024937.32418,5431894.6255,178.063502751,-41.1529082372,10,Hikurangi subduction front,Plate boundary
2024903.03029,5431867.00698,178.063114753,-41.1531739939,10,Hikurangi subduction front,Plate boundary
2024868.25532,5431839.99699,178.062720618,-41.1534345407,10,Hikurangi subduction front,Plate boundary
2024833.01007,5431813.60393,178.062320471,-41.1536897969,10,Hikurangi subduction front,Plate boundary
2024797.30547,5431787.83596,178.061914434,-41.1539396833,10,Hikurangi subduction front,Plate boundary
2024761.15263,5431762.70107,178.061502635,-41.1541841223,10,Hikurangi subduction front,Plate boundary
2024724.56275,5431738.20706,178.061085202,-41.1544230382,10,Hikurangi subduction front,Plate boundary
2024687.54719,5431714.36152,178.060662262,-41.1546563567,10,Hikurangi subduction front,Plate boundary
2024650.11745,5431691.17184,178.060233949,-41.1548840054,10,Hikurangi subduction front,Plate boundary
2024612.28514,5431668.6452,178.059800395,-41.1551059139,10,Hikurangi subduction front,Plate boundary
2024574.06201,5431646.78859,178.059361735,-41.1553220131,10,Hikurangi subduction front,Plate boundary
2024535.45992,5431625.60878,178.058918104,-41.1555322361,10,Hikurangi subduction front,Plate boundary
2024496.49085,5431605.11234,178.058469642,-41.1557365177,10,Hikurangi subduction front,Plate boundary
2020102.35517,5429341.58092,178.007849867,-41.1783334742,10,Hikurangi subduction front,Plate boundary
2015149.01975,5425898.23177,177.951349343,-41.2117844857,10,Hikurangi subduction front,Plate boundary
2013460.05218,5422206.17786,177.933773585,-41.2457820415,10,Hikurangi subduction front,Plate boundary
2012507.16229,5419637.94655,177.92417815,-41.2693168545,10,Hikurangi subduction front,Plate boundary
2012304.5025,5419091.74397,177.922136601,-41.2743220968,10,Hikurangi subduction front,Plate boundary
2012288.93397,5419050.87941,177.921979015,-41.2746967741,10,Hikurangi subduction front,Plate boundary
2012272.65143,5419010.29433,177.921812745,-41.2750693071,10,Hikurangi subduction front,Plate boundary
2012255.65991,5418970.0012,177.921637842,-41.2754395813,10,Hikurangi subduction front,Plate boundary
2012237.96463,5418930.01241,177.92145436,-41.2758074828,10,Hikurangi subduction front,Plate boundary
2012219.57106,5418890.34023,177.921262354,-41.2761728985,10,Hikurangi subduction front,Plate boundary
2012200.48486,5418850.99687,177.921061885,-41.2765357163,10,Hikurangi subduction front,Plate boundary
2012180.7119,5418811.9944,177.920853013,-41.2768958244,10,Hikurangi subduction front,Plate boundary
2012160.25828,5418773.34481,177.920635803,-41.2772531124,10,Hikurangi subduction front,Plate boundary
2012139.13029,5418735.05998,177.920410322,-41.2776074702,10,Hikurangi subduction front,Plate boundary
2012117.33445,5418697.15166,177.920176639,-41.2779587891,10,Hikurangi subduction front,Plate boundary
2012094.87745,5418659.63149,177.919934825,-41.2783069611,10,Hikurangi subduction front,Plate boundary
2012071.76621,5418622.51102,177.919684956,-41.2786518791,10,Hikurangi subduction front,Plate boundary
2012048.00785,5418585.80163,177.919427109,-41.2789934372,10,Hikurangi subduction front,Plate boundary
2012023.60969,5418549.5146,177.919161361,-41.2793315303,10,Hikurangi subduction front,Plate boundary
2011998.57922,5418513.66108,177.918887796,-41.2796660547,10,Hikurangi subduction front,Plate boundary
2011972.92415,5418478.25208,177.918606496,-41.2799969074,10,Hikurangi subduction front,Plate boundary
2011946.65237,5418443.29848,177.91831755,-41.2803239868,10,Hikurangi subduction front,Plate boundary
2011919.77198,5418408.811,177.918021045,-41.2806471924,10,Hikurangi subduction front,Plate boundary
2011892.29123,5418374.80025,177.917717072,-41.2809664249,10,Hikurangi subduction front,Plate boundary
2011864.21859,5418341.27666,177.917405726,-41.2812815862,10,Hikurangi subduction front,Plate boundary
2011835.56269,5418308.25054,177.917087102,-41.2815925794,10,Hikurangi subduction front,Plate boundary
2011806.33235,5418275.73202,177.916761297,-41.2818993089,10,Hikurangi subduction front,Plate boundary
2011776.53655,5418243.73108,177.916428413,-41.2822016805,10,Hikurangi subduction front,Plate boundary
2011746.18446,5418212.25756,177.916088551,-41.2824996014,10,Hikurangi subduction front,Plate boundary
2011715.28541,5418181.32112,177.915741816,-41.2827929799,10,Hikurangi subduction front,Plate boundary
2011683.84892,5418150.93125,177.915388314,-41.2830817259,10,Hikurangi subduction front,Plate boundary
2011651.88464,5418121.09729,177.915028155,-41.2833657506,10,Hikurangi subduction front,Plate boundary
2011619.4024,5418091.8284,177.914661448,-41.2836449669,10,Hikurangi subduction front,Plate boundary
2011586.4122,5418063.13356,177.914288307,-41.283919289,10,Hikurangi subduction front,Plate boundary
2011552.92418,5418035.02157,177.913908847,-41.2841886324,10,Hikurangi subduction front,Plate boundary
2011518.94863,5418007.50109,177.913523184,-41.2844529145,10,Hikurangi subduction front,Plate boundary
2011484.49599,5417980.58054,177.913131437,-41.2847120542,10,Hikurangi subduction front,Plate boundary
2011449.57687,5417954.26819,177.912733725,-41.2849659716,10,Hikurangi subduction front,Plate boundary
2011414.20199,5417928.57212,177.912330173,-41.285214589,10,Hikurangi subduction front,Plate boundary
2011378.38224,5417903.50023,177.911920902,-41.2854578298,10,Hikurangi subduction front,Plate boundary
2011342.12861,5417879.06019,177.91150604,-41.2856956193,10,Hikurangi subduction front,Plate boundary
2011305.45226,5417855.25952,177.911085714,-41.2859278845,10,Hikurangi subduction front,Plate boundary
2011268.36446,5417832.10552,177.910660054,-41.286154554,10,Hikurangi subduction front,Plate boundary
2011230.87661,5417809.60529,177.910229189,-41.2863755583,10,Hikurangi subduction front,Plate boundary
2011193.00023,5417787.76575,177.909793253,-41.2865908293,10,Hikurangi subduction front,Plate boundary
2011154.74695,5417766.59359,177.909352379,-41.2868003009,10,Hikurangi subduction front,Plate boundary
2011116.12855,5417746.09531,177.908906704,-41.2870039089,10,Hikurangi subduction front,Plate boundary
2006974.99225,5415592.93899,177.861069167,-41.3084248781,10,Hikurangi subduction front,Plate boundary
2006936.47797,5415573.32311,177.860623831,-41.3086203419,10,Hikurangi subduction front,Plate boundary
2006897.62955,5415554.37791,177.860174067,-41.308809953,10,Hikurangi subduction front,Plate boundary
2006858.45866,5415536.10906,177.85972001,-41.3089936544,10,Hikurangi subduction front,Plate boundary
2006818.97707,5415518.52205,177.859261796,-41.3091713909,10,Hikurangi subduction front,Plate boundary
2006779.19666,5415501.62216,177.858799564,-41.3093431091,10,Hikurangi subduction front,Plate boundary
2006739.12937,5415485.41446,177.858333452,-41.3095087574,10,Hikurangi subduction front,Plate boundary
2006698.78724,5415469.90381,177.857863601,-41.3096682861,10,Hikurangi subduction front,Plate boundary
2006658.1824,5415455.09487,177.857390151,-41.3098216473,10,Hikurangi subduction front,Plate boundary
2002686.77787,5414044.40699,177.811047373,-41.3244738786,10,Hikurangi subduction front,Plate boundary
2002645.42717,5414030.11417,177.810564468,-41.3246227973,10,Hikurangi subduction front,Plate boundary
2002603.83206,5414016.54938,177.810078169,-41.3247653011,10,Hikurangi subduction front,Plate boundary
2002562.00537,5414003.7168,177.809588625,-41.3249013463,10,Hikurangi subduction front,Plate boundary
2002519.95998,5413991.62038,177.809095988,-41.3250308908,10,Hikurangi subduction front,Plate boundary
2002477.70883,5413980.26383,177.80860041,-41.3251538948,10,Hikurangi subduction front,Plate boundary
2002435.26496,5413969.65065,177.808102043,-41.3252703205,10,Hikurangi subduction front,Plate boundary
2002392.64143,5413959.78411,177.807601041,-41.3253801318,10,Hikurangi subduction front,Plate boundary
1994366.61773,5412171.46748,177.713183672,-41.3453957658,10,Hikurangi subduction front,Plate boundary
1986197.09274,5409570.51451,177.617508426,-41.3727015284,10,Hikurangi subduction front,Plate boundary
1980428.38852,5406881.42214,177.550432622,-41.3995918248,10,Hikurangi subduction front,Plate boundary
1980388.5393,5406863.25333,177.549968817,-41.3997737971,10,Hikurangi subduction front,Plate boundary
1980348.3767,5406845.78852,177.54950083,-41.3999495944,10,Hikurangi subduction front,Plate boundary
1980307.91314,5406829.03309,177.549028807,-41.4001191624,10,Hikurangi subduction front,Plate boundary
1980267.16116,5406812.99223,177.548552892,-41.4002824486,10,Hikurangi subduction front,Plate boundary
1980226.13338,5406797.67089,177.548073235,-41.4004394025,10,Hikurangi subduction front,Plate boundary
1980184.84248,5406783.07382,177.547589984,-41.4005899755,10,Hikurangi subduction front,Plate boundary
1980143.30125,5406769.20551,177.547103287,-41.400734121,10,Hikurangi subduction front,Plate boundary
1980101.52256,5406756.07027,177.546613297,-41.4008717943,10,Hikurangi subduction front,Plate boundary
1980059.51932,5406743.67215,177.546120164,-41.401002953,10,Hikurangi subduction front,Plate boundary
1980017.30455,5406732.01497,177.545624042,-41.4011275563,10,Hikurangi subduction front,Plate boundary
1979974.89131,5406721.10235,177.545125084,-41.4012455658,10,Hikurangi subduction front,Plate boundary
1979932.29272,5406710.93766,177.544623445,-41.4013569449,10,Hikurangi subduction front,Plate boundary
1979889.52198,5406701.52403,177.544119281,-41.4014616591,10,Hikurangi subduction front,Plate boundary
1979846.59231,5406692.86438,177.543612746,-41.4015596761,10,Hikurangi subduction front,Plate boundary
1979803.517,5406684.96138,177.543103999,-41.4016509654,10,Hikurangi subduction front,Plate boundary
1979760.3094,5406677.81747,177.542593197,-41.4017354989,10,Hikurangi subduction front,Plate boundary
1979716.98285,5406671.43486,177.542080498,-41.4018132504,10,Hikurangi subduction front,Plate boundary
1979673.55079,5406665.81552,177.541566061,-41.4018841959,10,Hikurangi subduction front,Plate boundary
1979630.02664,5406660.96119,177.541050045,-41.4019483133,10,Hikurangi subduction front,Plate boundary
1979586.42388,5406656.87336,177.540532611,-41.4020055829,10,Hikurangi subduction front,Plate boundary
1979542.756,5406653.5533,177.540013918,-41.4020559868,10,Hikurangi subduction front,Plate boundary
1979499.03652,5406651.00203,177.539494127,-41.4020995096,10,Hikurangi subduction front,Plate boundary
1979455.27896,5406649.22034,177.538973399,-41.4021361377,10,Hikurangi subduction front,Plate boundary
1979411.49687,5406648.20878,177.538451896,-41.4021658599,10,Hikurangi subduction front,Plate boundary
1979367.70379,5406647.96766,177.537929778,-41.4021886668,10,Hikurangi subduction front,Plate boundary
1979323.91327,5406648.49706,177.537407209,-41.4022045515,10,Hikurangi subduction front,Plate boundary
1979280.13888,5406649.7968,177.536884349,-41.4022135091,10,Hikurangi subduction front,Plate boundary
1979236.39415,5406651.86648,177.536361361,-41.4022155367,10,Hikurangi subduction front,Plate boundary
1979192.69262,5406654.70546,177.535838406,-41.4022106337,10,Hikurangi subduction front,Plate boundary
1979149.04782,5406658.31287,177.535315647,-41.4021988018,10,Hikurangi subduction front,Plate boundary
1979105.47325,5406662.68759,177.534793245,-41.4021800444,10,Hikurangi subduction front,Plate boundary
1979061.9824,5406667.82825,177.534271363,-41.4021543675,10,Hikurangi subduction front,Plate boundary
1975400.31969,5407132.07333,177.490313355,-41.3997016709,10,Hikurangi subduction front,Plate boundary
1974149.42577,5407290.65397,177.475296889,-41.3988600115,10,Hikurangi subduction front,Plate boundary
1974032.27234,5407308.30824,177.473888792,-41.3987559188,10,Hikurangi subduction front,Plate boundary
1968048.13878,5408353.70106,177.401880801,-41.3921257502,10,Hikurangi subduction front,Plate boundary
1964715.94362,5407092.68139,177.362897693,-41.404967954,10,Hikurangi subduction front,Plate boundary
1959842.43986,5404644.12975,177.306212805,-41.4291551611,10,Hikurangi subduction front,Plate boundary
1959802.86227,5404624.6671,177.305752039,-41.4293476879,10,Hikurangi subduction front,Plate boundary
1959762.94596,5404605.90927,177.305286808,-41.4295340338,10,Hikurangi subduction front,Plate boundary
1959722.70346,5404587.86214,177.304817258,-41.4297141402,10,Hikurangi subduction front,Plate boundary
1959682.14744,5404570.53139,177.304343539,-41.4298879505,10,Hikurangi subduction front,Plate boundary
1959641.29063,5404553.92245,177.303865798,-41.4300554102,10,Hikurangi subduction front,Plate boundary
1959600.14589,5404538.04053,177.303384186,-41.4302164665,10,Hikurangi subduction front,Plate boundary
1959558.72614,5404522.89063,177.302898854,-41.4303710689,10,Hikurangi subduction front,Plate boundary
1959517.04441,5404508.47749,177.302409955,-41.4305191688,10,Hikurangi subduction front,Plate boundary
1951986.86124,5401974.94117,177.21400602,-41.4566104676,10,Hikurangi subduction front,Plate boundary
1947851.07547,5399460.37088,177.166067014,-41.4810022788,10,Hikurangi subduction front,Plate boundary
1939226.08213,5394053.25362,177.066065401,-41.533276199,10,Hikurangi subduction front,Plate boundary
1939202.58524,5394038.68665,177.065792652,-41.5334170289,10,Hikurangi subduction front,Plate boundary
1928491.27415,5387470.23961,176.941290746,-41.5969058845,10,Hikurangi subduction front,Plate boundary
1928395.79919,5387414.49245,176.940178344,-41.5974460631,10,Hikurangi subduction front,Plate boundary
1928303.89426,5387366.02993,176.939104673,-41.5979193055,10,Hikurangi subduction front,Plate boundary
1923995.80298,5385206.88278,176.888696717,-41.6190807281,10,Hikurangi subduction front,Plate boundary
1923957.08677,5385187.8847,176.888243334,-41.6192671611,10,Hikurangi subduction front,Plate boundary
1923918.04611,5385169.56293,176.887785696,-41.6194476465,10,Hikurangi subduction front,Plate boundary
1923878.69279,5385151.923,176.887323943,-41.6196221296,10,Hikurangi subduction front,Plate boundary
1923839.03874,5385134.97023,176.886858215,-41.6197905576,10,Hikurangi subduction front,Plate boundary
1923799.09594,5385118.70975,176.886388651,-41.6199528797,10,Hikurangi subduction front,Plate boundary
1923758.87648,5385103.14647,176.885915396,-41.6201090467,10,Hikurangi subduction front,Plate boundary
1923718.39251,5385088.2851,176.885438591,-41.6202590115,10,Hikurangi subduction front,Plate boundary
1923677.6563,5385074.13012,176.884958381,-41.6204027286,10,Hikurangi subduction front,Plate boundary
1923636.68016,5385060.6858,176.884474911,-41.6205401545,10,Hikurangi subduction front,Plate boundary
1923595.47647,5385047.95621,176.883988329,-41.6206712479,10,Hikurangi subduction front,Plate boundary
1923554.05772,5385035.94519,176.88349878,-41.6207959689,10,Hikurangi subduction front,Plate boundary
1923512.43642,5385024.65637,176.883006414,-41.6209142799,10,Hikurangi subduction front,Plate boundary
1923470.62515,5385014.09316,176.88251138,-41.6210261451,10,Hikurangi subduction front,Plate boundary
1923428.63658,5385004.25875,176.882013826,-41.6211315306,10,Hikurangi subduction front,Plate boundary
1923386.48339,5384995.1561,176.881513904,-41.6212304047,10,Hikurangi subduction front,Plate boundary
1923344.17834,5384986.78797,176.881011766,-41.6213227373,10,Hikurangi subduction front,Plate boundary
1923301.73421,5384979.15689,176.880507562,-41.6214085007,10,Hikurangi subduction front,Plate boundary
1923259.16385,5384972.26515,176.880001447,-41.6214876687,10,Hikurangi subduction front,Plate boundary
1923216.48012,5384966.11484,176.879493572,-41.6215602176,10,Hikurangi subduction front,Plate boundary
1923173.69595,5384960.70782,176.878984092,-41.6216261253,10,Hikurangi subduction front,Plate boundary
1923130.82426,5384956.04571,176.878473161,-41.621685372,10,Hikurangi subduction front,Plate boundary
1923087.87802,5384952.12992,176.877960934,-41.6217379397,10,Hikurangi subduction front,Plate boundary
1923044.87021,5384948.96164,176.877447565,-41.6217838125,10,Hikurangi subduction front,Plate boundary
1923001.81385,5384946.54183,176.87693321,-41.6218229766,10,Hikurangi subduction front,Plate boundary
1922958.72196,5384944.8712,176.876418025,-41.6218554201,10,Hikurangi subduction front,Plate boundary
1922915.60756,5384943.95027,176.875902166,-41.6218811331,10,Hikurangi subduction front,Plate boundary
1917237.24286,5384869.8185,176.807931073,-41.624823693,10,Hikurangi subduction front,Plate boundary
1912225.89164,5381061.61993,176.749889365,-41.6610270783,10,Hikurangi subduction front,Plate boundary
1912168.95793,5381019.59586,176.74922893,-41.6614270776,10,Hikurangi subduction front,Plate boundary
1912155.73149,5381010.18731,176.749075316,-41.6615168188,10,Hikurangi subduction front,Plate boundary
1906306.72665,5376875.00397,176.681088593,-41.7009546819,10,Hikurangi subduction front,Plate boundary
1901306.1684,5373163.36833,176.622986123,-41.7362269766,10,Hikurangi subduction front,Plate boundary
1901272.02871,5373138.46074,176.622589008,-41.7364638068,10,Hikurangi subduction front,Plate boundary
1901237.46875,5373114.1399,176.622186548,-41.7366955206,10,Hikurangi subduction front,Plate boundary
1901202.49861,5373090.41291,176.621778863,-41.7369220504,10,Hikurangi subduction front,Plate boundary
1901167.12849,5373067.28667,176.621366071,-41.7371433301,10,Hikurangi subduction front,Plate boundary
1901131.36871,5373044.76791,176.620948292,-41.7373592952,10,Hikurangi subduction front,Plate boundary
1901095.2297,5373022.86321,176.620525649,-41.7375698828,10,Hikurangi subduction front,Plate boundary
1901058.72199,5373001.57894,176.620098264,-41.7377750314,10,Hikurangi subduction front,Plate boundary
1901021.85625,5372980.92129,176.619666263,-41.7379746813,10,Hikurangi subduction front,Plate boundary
1900984.64321,5372960.89629,176.619229771,-41.7381687742,10,Hikurangi subduction front,Plate boundary
1900947.09375,5372941.50978,176.618788917,-41.7383572535,10,Hikurangi subduction front,Plate boundary
1900909.2188,5372922.76738,176.618343828,-41.7385400643,10,Hikurangi subduction front,Plate boundary
